Cod Cli,SKU,Metrics,Vol Paq
10050877,SKU 14,,1
10050877,SKU 15,,6
10050896,SKU 3,,10
10050896,SKU 33,,25
10050896,SKU 4,,6
10050896,SKU 7,,10
10050896,SKU 22,,10
10050896,SKU 24,,10
10050896,SKU 8,,121
10050896,SKU 9,,71
10050896,SKU 25,,10
10050896,SKU 10,,10
10050896,SKU 11,,51
10050896,SKU 12,,11
10050896,SKU 13,,31
10050896,SKU 14,,12
10050896,SKU 15,,1
10050896,SKU 20,,10
10050900,SKU 2,,60
10050900,SKU 32,,25
10050900,SKU 21,,18
10050900,SKU 7,,110
10050900,SKU 8,,170
10050900,SKU 9,,140
10050900,SKU 10,,140
10050900,SKU 11,,80
10050900,SKU 12,,30
10050900,SKU 13,,80
10050900,SKU 31,,18
10050900,SKU 17,,20
10050900,SKU 19,,30
10050900,SKU 14,,30
10050900,SKU 15,,70
10050913,SKU 2,,5
10050913,SKU 7,,5
10050913,SKU 8,,41
10050913,SKU 9,,81
10050913,SKU 10,,60
10050913,SKU 11,,41
10050913,SKU 12,,21
10050913,SKU 13,,26
10050913,SKU 14,,1
10050913,SKU 15,,1
10050924,SKU 1,,15
10050924,SKU 2,,10
10050924,SKU 7,,5
10050924,SKU 8,,60
10050924,SKU 9,,60
10050924,SKU 10,,10
10050924,SKU 11,,70
10050924,SKU 12,,50
10050924,SKU 13,,6
10050924,SKU 14,,1
10050924,SKU 15,,1
10050949,SKU 1,,5
10050949,SKU 2,,20
10050949,SKU 8,,25
10050949,SKU 9,,10
10050949,SKU 10,,25
10050949,SKU 11,,10
10050949,SKU 13,,1
10050949,SKU 15,,1
10050964,SKU 1,,5
10050964,SKU 2,,20
10050964,SKU 3,,25
10050964,SKU 7,,5
10050964,SKU 8,,15
10050964,SKU 9,,10
10050964,SKU 11,,15
10050964,SKU 12,,60
10050964,SKU 13,,11
10050964,SKU 14,,1
10050964,SKU 15,,20
10051014,SKU 8,,110
10051014,SKU 9,,80
10051014,SKU 11,,140
10051014,SKU 12,,100
10051014,SKU 13,,50
10051016,SKU 1,,30
10051016,SKU 28,,10
10051016,SKU 2,,10
10051016,SKU 27,,25
10051016,SKU 5,,10
10051016,SKU 6,,20
10051016,SKU 7,,40
10051016,SKU 22,,10
10051016,SKU 8,,211
10051016,SKU 9,,31
10051016,SKU 10,,10
10051016,SKU 11,,61
10051016,SKU 12,,11
10051016,SKU 13,,71
10051016,SKU 18,,60
10051016,SKU 14,,1
10051016,SKU 15,,1
10051030,SKU 29,,15
10051030,SKU 31,,35
10051034,SKU 1,,35
10051034,SKU 2,,15
10051034,SKU 27,,5
10051034,SKU 29,,10
10051034,SKU 21,,1
10051034,SKU 16,,5
10051034,SKU 6,,5
10051034,SKU 7,,15
10051034,SKU 22,,5
10051034,SKU 24,,5
10051034,SKU 8,,120
10051034,SKU 9,,80
10051034,SKU 10,,30
10051034,SKU 11,,50
10051034,SKU 12,,75
10051034,SKU 13,,1
10051034,SKU 19,,50
10051034,SKU 14,,30
10051034,SKU 15,,45
10051079,SKU 2,,20
10051079,SKU 7,,20
10051079,SKU 8,,30
10051079,SKU 9,,60
10051079,SKU 10,,50
10051079,SKU 11,,30
10051079,SKU 12,,0
10051079,SKU 13,,40
10051079,SKU 14,,20
10051079,SKU 15,,21
10051095,SKU 4,,3
10051095,SKU 21,,3
10051095,SKU 7,,10
10051095,SKU 8,,11
10051095,SKU 9,,21
10051095,SKU 10,,20
10051095,SKU 11,,1
10051095,SKU 12,,1
10051095,SKU 13,,1
10051095,SKU 31,,20
10051095,SKU 14,,1
10051095,SKU 15,,66
10051096,SKU 1,,30
10051096,SKU 2,,30
10051096,SKU 3,,50
10051096,SKU 5,,20
10051096,SKU 16,,20
10051096,SKU 6,,10
10051096,SKU 7,,60
10051096,SKU 8,,210
10051096,SKU 9,,150
10051096,SKU 11,,150
10051096,SKU 12,,120
10051096,SKU 13,,30
10051096,SKU 14,,21
10051096,SKU 15,,1
10051116,SKU 1,,20
10051116,SKU 2,,20
10051116,SKU 4,,2
10051116,SKU 21,,2
10051116,SKU 5,,15
10051116,SKU 6,,5
10051116,SKU 7,,5
10051116,SKU 22,,10
10051116,SKU 24,,5
10051116,SKU 8,,60
10051116,SKU 9,,80
10051116,SKU 11,,30
10051116,SKU 12,,30
10051116,SKU 13,,40
10051116,SKU 17,,5
10051116,SKU 14,,10
10051116,SKU 15,,20
10051123,SKU 3,,10
10051123,SKU 16,,10
10051123,SKU 8,,1
10051123,SKU 9,,51
10051123,SKU 11,,51
10051123,SKU 12,,1
10051123,SKU 13,,21
10051123,SKU 19,,10
10051123,SKU 14,,16
10051123,SKU 15,,7
10051149,SKU 8,,40
10051149,SKU 9,,40
10051149,SKU 12,,10
10051154,SKU 1,,10
10051154,SKU 28,,20
10051154,SKU 2,,10
10051154,SKU 3,,10
10051154,SKU 27,,25
10051154,SKU 8,,61
10051154,SKU 9,,41
10051154,SKU 10,,10
10051154,SKU 11,,11
10051154,SKU 12,,11
10051154,SKU 13,,11
10051154,SKU 14,,1
10051154,SKU 15,,23
10051161,SKU 1,,40
10051161,SKU 8,,66
10051161,SKU 9,,16
10051161,SKU 11,,56
10051161,SKU 12,,16
10051161,SKU 13,,6
10051161,SKU 14,,1
10051161,SKU 15,,1
10051162,SKU 1,,30
10051162,SKU 2,,10
10051162,SKU 3,,40
10051162,SKU 33,,75
10051162,SKU 4,,5
10051162,SKU 21,,15
10051162,SKU 16,,10
10051162,SKU 6,,10
10051162,SKU 7,,80
10051162,SKU 24,,10
10051162,SKU 8,,21
10051162,SKU 9,,21
10051162,SKU 10,,60
10051162,SKU 11,,41
10051162,SKU 12,,41
10051162,SKU 13,,21
10051162,SKU 19,,20
10051162,SKU 14,,1
10051162,SKU 15,,81
10051224,SKU 1,,290
10051224,SKU 2,,500
10051224,SKU 3,,250
10051224,SKU 7,,410
10051224,SKU 8,,12501
10051224,SKU 9,,4751
10051224,SKU 25,,130
10051224,SKU 10,,650
10051224,SKU 11,,1551
10051224,SKU 12,,751
10051224,SKU 13,,301
10051224,SKU 17,,90
10051224,SKU 14,,461
10051224,SKU 15,,461
10051224,SKU 20,,60
10051239,SKU 1,,30
10051239,SKU 2,,0
10051239,SKU 3,,55
10051239,SKU 4,,14
10051239,SKU 21,,10
10051239,SKU 5,,5
10051239,SKU 16,,15
10051239,SKU 6,,15
10051239,SKU 7,,10
10051239,SKU 22,,20
10051239,SKU 24,,20
10051239,SKU 8,,360
10051239,SKU 9,,610
10051239,SKU 10,,25
10051239,SKU 11,,260
10051239,SKU 12,,280
10051239,SKU 13,,20
10051239,SKU 17,,30
10051239,SKU 18,,20
10051239,SKU 19,,90
10051239,SKU 26,,25
10051239,SKU 14,,300
10051239,SKU 15,,420
10051239,SKU 20,,5
10051247,SKU 1,,15
10051247,SKU 8,,50
10051247,SKU 9,,10
10051247,SKU 25,,20
10051247,SKU 11,,30
10051247,SKU 13,,5
10051247,SKU 14,,5
10051247,SKU 15,,10
10051250,SKU 1,,10
10051250,SKU 2,,20
10051250,SKU 3,,20
10051250,SKU 5,,10
10051250,SKU 16,,10
10051250,SKU 7,,10
10051250,SKU 8,,41
10051250,SKU 9,,1
10051250,SKU 10,,110
10051250,SKU 11,,21
10051250,SKU 12,,1
10051250,SKU 13,,11
10051250,SKU 14,,1
10051250,SKU 15,,21
10051267,SKU 1,,10
10051267,SKU 7,,10
10051267,SKU 8,,40
10051267,SKU 9,,30
10051267,SKU 10,,25
10051267,SKU 11,,40
10051267,SKU 12,,5
10051267,SKU 13,,10
10051267,SKU 14,,1
10051267,SKU 15,,1
10051269,SKU 1,,80
10051269,SKU 2,,150
10051269,SKU 33,,50
10051269,SKU 4,,3
10051269,SKU 21,,5
10051269,SKU 5,,10
10051269,SKU 16,,20
10051269,SKU 6,,10
10051269,SKU 7,,30
10051269,SKU 22,,10
10051269,SKU 8,,881
10051269,SKU 9,,481
10051269,SKU 10,,170
10051269,SKU 11,,201
10051269,SKU 12,,161
10051269,SKU 13,,231
10051269,SKU 31,,5
10051269,SKU 17,,50
10051269,SKU 18,,70
10051269,SKU 14,,61
10051269,SKU 15,,231
10051269,SKU 20,,50
10051274,SKU 1,,10
10051274,SKU 2,,30
10051274,SKU 32,,50
10051274,SKU 27,,25
10051274,SKU 29,,50
10051274,SKU 33,,25
10051274,SKU 4,,10
10051274,SKU 21,,20
10051274,SKU 16,,10
10051274,SKU 7,,50
10051274,SKU 8,,121
10051274,SKU 9,,61
10051274,SKU 25,,20
10051274,SKU 10,,50
10051274,SKU 11,,111
10051274,SKU 12,,1
10051274,SKU 13,,31
10051274,SKU 17,,20
10051274,SKU 14,,51
10051274,SKU 15,,1
10051274,SKU 20,,10
10051302,SKU 1,,30
10051302,SKU 2,,60
10051302,SKU 3,,90
10051302,SKU 27,,50
10051302,SKU 29,,25
10051302,SKU 4,,3
10051302,SKU 21,,6
10051302,SKU 5,,10
10051302,SKU 16,,55
10051302,SKU 7,,60
10051302,SKU 24,,5
10051302,SKU 8,,150
10051302,SKU 9,,140
10051302,SKU 25,,10
10051302,SKU 10,,190
10051302,SKU 11,,150
10051302,SKU 12,,60
10051302,SKU 13,,100
10051302,SKU 31,,5
10051302,SKU 17,,30
10051302,SKU 19,,60
10051302,SKU 14,,50
10051302,SKU 15,,45
10051302,SKU 20,,15
10051305,SKU 2,,40
10051305,SKU 3,,30
10051305,SKU 29,,25
10051305,SKU 21,,5
10051305,SKU 16,,10
10051305,SKU 7,,100
10051305,SKU 8,,210
10051305,SKU 9,,290
10051305,SKU 10,,100
10051305,SKU 11,,40
10051305,SKU 12,,40
10051305,SKU 13,,40
10051305,SKU 17,,20
10051305,SKU 18,,10
10051305,SKU 14,,20
10051305,SKU 15,,200
10051348,SKU 2,,40
10051348,SKU 16,,20
10051348,SKU 6,,10
10051348,SKU 8,,70
10051348,SKU 9,,30
10051348,SKU 11,,90
10051348,SKU 12,,20
10051348,SKU 13,,11
10051348,SKU 14,,1
10051348,SKU 15,,6
10051364,SKU 2,,10
10051364,SKU 8,,50
10051364,SKU 9,,60
10051364,SKU 10,,160
10051364,SKU 11,,60
10051364,SKU 12,,80
10051364,SKU 13,,230
10051364,SKU 14,,60
10051364,SKU 15,,60
10051373,SKU 1,,10
10051373,SKU 2,,40
10051373,SKU 8,,20
10051373,SKU 11,,40
10051373,SKU 12,,40
10051373,SKU 14,,20
10051373,SKU 15,,40
10051426,SKU 8,,41
10051426,SKU 9,,11
10051426,SKU 11,,11
10051426,SKU 12,,1
10051426,SKU 13,,1
10051426,SKU 14,,1
10051426,SKU 15,,11
10051466,SKU 1,,20
10051466,SKU 2,,30
10051466,SKU 3,,10
10051466,SKU 33,,25
10051466,SKU 5,,10
10051466,SKU 16,,10
10051466,SKU 6,,10
10051466,SKU 7,,20
10051466,SKU 8,,551
10051466,SKU 9,,211
10051466,SKU 25,,50
10051466,SKU 10,,40
10051466,SKU 11,,291
10051466,SKU 12,,101
10051466,SKU 13,,31
10051466,SKU 31,,20
10051466,SKU 19,,190
10051466,SKU 14,,41
10051466,SKU 15,,1
10051487,SKU 27,,25
10051487,SKU 7,,10
10051487,SKU 8,,40
10051487,SKU 9,,20
10051487,SKU 11,,20
10051487,SKU 14,,1
10051487,SKU 15,,1
10051495,SKU 1,,40
10051495,SKU 28,,10
10051495,SKU 2,,30
10051495,SKU 3,,30
10051495,SKU 33,,25
10051495,SKU 21,,20
10051495,SKU 16,,10
10051495,SKU 6,,20
10051495,SKU 7,,20
10051495,SKU 24,,10
10051495,SKU 8,,300
10051495,SKU 9,,100
10051495,SKU 10,,40
10051495,SKU 11,,240
10051495,SKU 12,,60
10051495,SKU 13,,130
10051495,SKU 17,,20
10051495,SKU 18,,70
10051495,SKU 14,,90
10051495,SKU 15,,30
10051495,SKU 20,,20
10051508,SKU 2,,30
10051508,SKU 8,,21
10051508,SKU 9,,31
10051508,SKU 10,,30
10051508,SKU 11,,71
10051508,SKU 12,,1
10051508,SKU 13,,1
10051508,SKU 17,,-3
10051508,SKU 18,,-5
10051508,SKU 14,,1
10051508,SKU 15,,66
10051513,SKU 1,,110
10051513,SKU 2,,80
10051513,SKU 3,,20
10051513,SKU 4,,3
10051513,SKU 21,,3
10051513,SKU 5,,10
10051513,SKU 16,,10
10051513,SKU 6,,40
10051513,SKU 7,,70
10051513,SKU 8,,450
10051513,SKU 9,,360
10051513,SKU 10,,110
10051513,SKU 11,,270
10051513,SKU 12,,170
10051513,SKU 13,,60
10051513,SKU 17,,60
10051513,SKU 19,,60
10051513,SKU 14,,30
10051513,SKU 15,,103
10051513,SKU 20,,110
10051516,SKU 1,,20
10051516,SKU 2,,5
10051516,SKU 3,,5
10051516,SKU 16,,5
10051516,SKU 6,,5
10051516,SKU 8,,110
10051516,SKU 9,,60
10051516,SKU 10,,20
10051516,SKU 11,,50
10051516,SKU 12,,30
10051516,SKU 13,,20
10051516,SKU 14,,5
10051516,SKU 20,,5
10051544,SKU 1,,75
10051544,SKU 2,,15
10051544,SKU 3,,75
10051544,SKU 4,,8
10051544,SKU 21,,3
10051544,SKU 7,,55
10051544,SKU 8,,76
10051544,SKU 9,,81
10051544,SKU 25,,45
10051544,SKU 10,,110
10051544,SKU 11,,141
10051544,SKU 12,,46
10051544,SKU 13,,56
10051544,SKU 17,,15
10051544,SKU 14,,16
10051544,SKU 15,,86
10051573,SKU 1,,15
10051573,SKU 2,,5
10051573,SKU 8,,30
10051573,SKU 9,,30
10051573,SKU 11,,10
10051573,SKU 12,,10
10051573,SKU 14,,10
10051573,SKU 15,,1
10051582,SKU 1,,80
10051582,SKU 2,,50
10051582,SKU 3,,70
10051582,SKU 4,,5
10051582,SKU 21,,5
10051582,SKU 5,,20
10051582,SKU 16,,20
10051582,SKU 6,,20
10051582,SKU 7,,30
10051582,SKU 24,,10
10051582,SKU 8,,231
10051582,SKU 9,,121
10051582,SKU 25,,20
10051582,SKU 10,,60
10051582,SKU 11,,131
10051582,SKU 12,,81
10051582,SKU 13,,71
10051582,SKU 17,,50
10051582,SKU 14,,81
10051582,SKU 15,,1
10051582,SKU 20,,10
10051586,SKU 1,,15
10051586,SKU 16,,30
10051586,SKU 7,,5
10051586,SKU 8,,20
10051586,SKU 9,,25
10051586,SKU 10,,55
10051586,SKU 13,,25
10051586,SKU 15,,1
10051594,SKU 2,,5
10051594,SKU 7,,5
10051594,SKU 8,,40
10051594,SKU 9,,15
10051594,SKU 10,,45
10051594,SKU 11,,15
10051594,SKU 12,,5
10051594,SKU 13,,10
10051594,SKU 14,,30
10051594,SKU 15,,15
10051612,SKU 1,,-6
10051612,SKU 2,,-6
10051612,SKU 8,,11
10051612,SKU 9,,6
10051612,SKU 25,,5
10051612,SKU 11,,1
10051612,SKU 12,,1
10051612,SKU 13,,1
10051612,SKU 14,,1
10051612,SKU 15,,1
10051660,SKU 2,,15
10051660,SKU 8,,46
10051660,SKU 9,,51
10051660,SKU 11,,56
10051660,SKU 12,,21
10051660,SKU 13,,1
10051660,SKU 14,,6
10051660,SKU 15,,6
10051676,SKU 8,,10
10051676,SKU 9,,30
10051676,SKU 11,,5
10051676,SKU 12,,10
10051678,SKU 1,,10
10051678,SKU 2,,25
10051678,SKU 3,,10
10051678,SKU 7,,55
10051678,SKU 8,,50
10051678,SKU 9,,100
10051678,SKU 11,,70
10051678,SKU 12,,50
10051678,SKU 13,,20
10051678,SKU 14,,40
10051678,SKU 15,,20
10051684,SKU 1,,15
10051684,SKU 2,,15
10051684,SKU 7,,25
10051684,SKU 8,,30
10051684,SKU 9,,30
10051684,SKU 10,,15
10051684,SKU 11,,35
10051684,SKU 12,,25
10051684,SKU 13,,40
10051684,SKU 18,,10
10051684,SKU 14,,30
10051684,SKU 15,,20
10051783,SKU 2,,110
10051783,SKU 16,,10
10051783,SKU 6,,10
10051783,SKU 7,,50
10051783,SKU 8,,441
10051783,SKU 9,,651
10051783,SKU 10,,60
10051783,SKU 11,,81
10051783,SKU 12,,111
10051783,SKU 13,,81
10051783,SKU 31,,10
10051783,SKU 14,,21
10051783,SKU 15,,1
10051965,SKU 10,,10
10051965,SKU 12,,20
10051965,SKU 14,,10
10051965,SKU 15,,1
10051975,SKU 1,,10
10051975,SKU 2,,20
10051975,SKU 3,,50
10051975,SKU 21,,5
10051975,SKU 5,,10
10051975,SKU 16,,20
10051975,SKU 6,,20
10051975,SKU 8,,150
10051975,SKU 9,,150
10051975,SKU 25,,30
10051975,SKU 10,,130
10051975,SKU 11,,150
10051975,SKU 12,,140
10051975,SKU 13,,150
10051975,SKU 14,,20
10051975,SKU 15,,20
10051991,SKU 8,,71
10051991,SKU 9,,31
10051991,SKU 11,,51
10051991,SKU 12,,1
10051991,SKU 13,,1
10051991,SKU 14,,1
10051991,SKU 15,,1
10051997,SKU 1,,10
10051997,SKU 2,,5
10051997,SKU 4,,2
10051997,SKU 8,,31
10051997,SKU 9,,36
10051997,SKU 11,,11
10051997,SKU 12,,1
10051997,SKU 13,,1
10051997,SKU 14,,11
10051997,SKU 15,,6
10052004,SKU 2,,50
10052004,SKU 29,,50
10052004,SKU 21,,15
10052004,SKU 7,,25
10052004,SKU 22,,10
10052004,SKU 8,,131
10052004,SKU 9,,51
10052004,SKU 25,,80
10052004,SKU 10,,60
10052004,SKU 11,,81
10052004,SKU 12,,21
10052004,SKU 13,,21
10052004,SKU 31,,10
10052004,SKU 14,,6
10052004,SKU 15,,181
10052004,SKU 20,,35
10052005,SKU 1,,10
10052005,SKU 2,,10
10052005,SKU 3,,15
10052005,SKU 16,,10
10052005,SKU 6,,5
10052005,SKU 7,,55
10052005,SKU 8,,130
10052005,SKU 9,,70
10052005,SKU 10,,50
10052005,SKU 11,,50
10052005,SKU 12,,10
10052005,SKU 13,,50
10052005,SKU 14,,1
10052005,SKU 15,,15
10052023,SKU 1,,15
10052023,SKU 2,,-1
10052023,SKU 24,,15
10052023,SKU 8,,30
10052023,SKU 9,,20
10052023,SKU 10,,5
10052023,SKU 11,,10
10052023,SKU 15,,20
10052023,SKU 20,,30
10052074,SKU 2,,20
10052074,SKU 4,,-2
10052074,SKU 21,,-2
10052074,SKU 7,,100
10052074,SKU 8,,21
10052074,SKU 9,,31
10052074,SKU 10,,20
10052074,SKU 11,,1
10052074,SKU 12,,11
10052074,SKU 13,,1
10052074,SKU 19,,50
10052074,SKU 14,,21
10052074,SKU 15,,51
10052242,SKU 1,,10
10052242,SKU 2,,20
10052242,SKU 5,,10
10052242,SKU 16,,5
10052242,SKU 6,,5
10052242,SKU 7,,10
10052242,SKU 8,,90
10052242,SKU 9,,70
10052242,SKU 11,,80
10052242,SKU 12,,50
10052242,SKU 13,,1
10052242,SKU 14,,1
10052242,SKU 15,,1
10052278,SKU 1,,10
10052278,SKU 3,,20
10052278,SKU 24,,10
10052278,SKU 8,,10
10052278,SKU 9,,20
10052278,SKU 10,,5
10052278,SKU 11,,30
10052278,SKU 13,,60
10052278,SKU 31,,11
10052278,SKU 14,,11
10052278,SKU 15,,1
10052296,SKU 7,,20
10052296,SKU 8,,111
10052296,SKU 9,,61
10052296,SKU 10,,20
10052296,SKU 11,,1
10052296,SKU 12,,11
10052296,SKU 13,,1
10052296,SKU 14,,1
10052296,SKU 15,,41
10052299,SKU 29,,25
10052299,SKU 8,,21
10052299,SKU 9,,31
10052299,SKU 11,,21
10052299,SKU 12,,1
10052299,SKU 13,,11
10052299,SKU 14,,1
10052299,SKU 15,,1
10052325,SKU 7,,10
10052325,SKU 8,,121
10052325,SKU 9,,31
10052325,SKU 10,,35
10052325,SKU 11,,61
10052325,SKU 12,,11
10052325,SKU 13,,11
10052325,SKU 14,,1
10052325,SKU 15,,21
10052325,SKU 20,,15
10052337,SKU 1,,10
10052337,SKU 8,,21
10052337,SKU 9,,1
10052337,SKU 11,,21
10052337,SKU 12,,11
10052337,SKU 13,,51
10052337,SKU 14,,126
10052337,SKU 15,,1
10052352,SKU 1,,10
10052352,SKU 2,,10
10052352,SKU 3,,30
10052352,SKU 16,,10
10052352,SKU 7,,5
10052352,SKU 8,,40
10052352,SKU 9,,40
10052352,SKU 10,,80
10052352,SKU 11,,20
10052352,SKU 13,,11
10052352,SKU 17,,-8
10052352,SKU 14,,-29
10052352,SKU 15,,30
10052375,SKU 1,,10
10052375,SKU 3,,40
10052375,SKU 5,,20
10052375,SKU 16,,30
10052375,SKU 6,,20
10052375,SKU 7,,15
10052375,SKU 22,,15
10052375,SKU 24,,10
10052375,SKU 8,,510
10052375,SKU 9,,570
10052375,SKU 25,,35
10052375,SKU 10,,20
10052375,SKU 11,,370
10052375,SKU 12,,60
10052375,SKU 13,,390
10052375,SKU 18,,30
10052375,SKU 26,,50
10052375,SKU 14,,220
10052375,SKU 15,,340
10052459,SKU 8,,40
10052459,SKU 9,,70
10052459,SKU 10,,90
10052459,SKU 11,,20
10052459,SKU 12,,10
10052459,SKU 13,,1
10052459,SKU 14,,1
10052459,SKU 15,,5
10052495,SKU 1,,10
10052495,SKU 2,,20
10052495,SKU 27,,25
10052495,SKU 29,,25
10052495,SKU 33,,25
10052495,SKU 4,,8
10052495,SKU 21,,10
10052495,SKU 16,,20
10052495,SKU 7,,60
10052495,SKU 8,,60
10052495,SKU 9,,80
10052495,SKU 10,,40
10052495,SKU 11,,80
10052495,SKU 12,,30
10052495,SKU 13,,50
10052495,SKU 14,,54
10052495,SKU 15,,42
10052620,SKU 1,,15
10052620,SKU 2,,25
10052620,SKU 3,,5
10052620,SKU 7,,5
10052620,SKU 8,,21
10052620,SKU 9,,21
10052620,SKU 11,,41
10052620,SKU 12,,11
10052620,SKU 13,,61
10052620,SKU 17,,25
10052620,SKU 14,,1
10052620,SKU 15,,1
10052620,SKU 20,,40
10052644,SKU 1,,10
10052644,SKU 3,,5
10052644,SKU 16,,10
10052644,SKU 7,,30
10052644,SKU 8,,41
10052644,SKU 9,,1
10052644,SKU 10,,80
10052644,SKU 11,,51
10052644,SKU 12,,1
10052644,SKU 13,,71
10052644,SKU 17,,10
10052644,SKU 14,,12
10052644,SKU 15,,1
10052685,SKU 1,,100
10052685,SKU 2,,70
10052685,SKU 3,,90
10052685,SKU 4,,1
10052685,SKU 21,,3
10052685,SKU 5,,10
10052685,SKU 16,,20
10052685,SKU 6,,10
10052685,SKU 7,,185
10052685,SKU 22,,25
10052685,SKU 8,,300
10052685,SKU 9,,135
10052685,SKU 25,,55
10052685,SKU 10,,245
10052685,SKU 11,,240
10052685,SKU 12,,130
10052685,SKU 13,,150
10052685,SKU 14,,31
10052685,SKU 15,,215
10052729,SKU 3,,10
10052729,SKU 8,,41
10052729,SKU 9,,1
10052729,SKU 11,,1
10052729,SKU 12,,1
10052729,SKU 13,,6
10052729,SKU 14,,1
10052729,SKU 15,,64
10052749,SKU 1,,10
10052749,SKU 2,,5
10052749,SKU 7,,15
10052749,SKU 8,,21
10052749,SKU 9,,11
10052749,SKU 11,,21
10052749,SKU 12,,11
10052749,SKU 13,,71
10052749,SKU 14,,2
10052749,SKU 15,,16
10052749,SKU 20,,30
10052758,SKU 2,,10
10052758,SKU 3,,5
10052758,SKU 5,,5
10052758,SKU 16,,5
10052758,SKU 7,,10
10052758,SKU 8,,35
10052758,SKU 9,,85
10052758,SKU 10,,15
10052758,SKU 11,,25
10052758,SKU 12,,5
10052758,SKU 13,,5
10052758,SKU 19,,5
10052758,SKU 14,,6
10052758,SKU 15,,44
10052768,SKU 7,,30
10052768,SKU 8,,20
10052768,SKU 9,,10
10052768,SKU 11,,30
10052768,SKU 13,,31
10052768,SKU 14,,1
10052768,SKU 15,,1
10052786,SKU 1,,60
10052786,SKU 2,,100
10052786,SKU 5,,40
10052786,SKU 16,,95
10052786,SKU 6,,20
10052786,SKU 7,,170
10052786,SKU 8,,521
10052786,SKU 9,,661
10052786,SKU 25,,-20
10052786,SKU 11,,281
10052786,SKU 12,,131
10052786,SKU 13,,1
10052786,SKU 18,,10
10052786,SKU 14,,11
10052786,SKU 15,,271
10052790,SKU 2,,10
10052790,SKU 3,,70
10052790,SKU 29,,75
10052790,SKU 21,,5
10052790,SKU 7,,30
10052790,SKU 8,,150
10052790,SKU 9,,230
10052790,SKU 25,,160
10052790,SKU 10,,180
10052790,SKU 11,,60
10052790,SKU 12,,20
10052790,SKU 13,,60
10052790,SKU 18,,60
10052790,SKU 19,,50
10052790,SKU 14,,125
10052790,SKU 15,,149
10052796,SKU 1,,20
10052796,SKU 2,,10
10052796,SKU 8,,20
10052796,SKU 9,,10
10052820,SKU 16,,10
10052820,SKU 7,,-10
10052820,SKU 8,,30
10052820,SKU 9,,10
10052820,SKU 11,,40
10052820,SKU 13,,100
10052820,SKU 17,,-2
10052820,SKU 14,,1
10052820,SKU 15,,1
10052872,SKU 7,,10
10052872,SKU 8,,20
10052872,SKU 9,,10
10052872,SKU 11,,20
10052872,SKU 12,,20
10052872,SKU 13,,10
10052913,SKU 1,,10
10052913,SKU 2,,70
10052913,SKU 4,,5
10052913,SKU 16,,10
10052913,SKU 7,,30
10052913,SKU 8,,120
10052913,SKU 9,,130
10052913,SKU 11,,50
10052913,SKU 12,,80
10052913,SKU 14,,20
10052913,SKU 15,,5
10052938,SKU 1,,170
10052938,SKU 2,,120
10052938,SKU 7,,160
10052938,SKU 8,,771
10052938,SKU 9,,651
10052938,SKU 10,,200
10052938,SKU 11,,251
10052938,SKU 12,,241
10052938,SKU 13,,1
10052938,SKU 17,,10
10052938,SKU 14,,1
10052938,SKU 15,,1
10052940,SKU 2,,10
10052940,SKU 16,,10
10052940,SKU 6,,10
10052940,SKU 8,,20
10052940,SKU 9,,10
10052940,SKU 11,,10
10052940,SKU 12,,10
10052940,SKU 13,,10
10052969,SKU 1,,15
10052969,SKU 30,,5
10052969,SKU 28,,15
10052969,SKU 2,,40
10052969,SKU 3,,20
10052969,SKU 4,,3
10052969,SKU 21,,3
10052969,SKU 5,,20
10052969,SKU 16,,15
10052969,SKU 6,,30
10052969,SKU 7,,30
10052969,SKU 22,,20
10052969,SKU 24,,5
10052969,SKU 8,,610
10052969,SKU 9,,550
10052969,SKU 25,,35
10052969,SKU 10,,40
10052969,SKU 11,,390
10052969,SKU 12,,210
10052969,SKU 13,,520
10052969,SKU 17,,15
10052969,SKU 18,,120
10052969,SKU 19,,40
10052969,SKU 26,,40
10052969,SKU 14,,290
10052969,SKU 15,,430
10052969,SKU 23,,5
10052974,SKU 2,,5
10052974,SKU 8,,70
10052974,SKU 9,,15
10052974,SKU 13,,45
10052974,SKU 14,,1
10052974,SKU 15,,1
10053000,SKU 1,,10
10053000,SKU 2,,120
10053000,SKU 29,,75
10053000,SKU 8,,360
10053000,SKU 9,,170
10053000,SKU 11,,160
10053000,SKU 12,,100
10053000,SKU 13,,30
10053000,SKU 14,,5
10053000,SKU 15,,82
10053037,SKU 8,,60
10053037,SKU 9,,60
10053037,SKU 10,,5
10053037,SKU 11,,50
10053037,SKU 12,,80
10053037,SKU 13,,40
10053037,SKU 19,,20
10053037,SKU 14,,10
10053037,SKU 15,,60
10053056,SKU 1,,40
10053056,SKU 7,,90
10053056,SKU 8,,140
10053056,SKU 9,,90
10053056,SKU 10,,110
10053056,SKU 11,,140
10053056,SKU 12,,10
10053056,SKU 13,,10
10053056,SKU 14,,1
10053056,SKU 15,,1
10053056,SKU 20,,20
10053059,SKU 2,,10
10053059,SKU 8,,91
10053059,SKU 9,,91
10053059,SKU 25,,100
10053059,SKU 10,,10
10053059,SKU 11,,41
10053059,SKU 12,,31
10053059,SKU 13,,31
10053059,SKU 14,,96
10053059,SKU 15,,1
10053095,SKU 1,,20
10053095,SKU 5,,10
10053095,SKU 6,,10
10053095,SKU 8,,40
10053095,SKU 9,,30
10053095,SKU 11,,40
10053095,SKU 13,,50
10053095,SKU 15,,11
10053102,SKU 1,,10
